appic_numbers,program,degree
"[1205, 1536]",Clinical,PhD
"[1551, 1205]",Clinical,PhD
"[1551, 1205]",Clinical,PhD
"[1115, 1117, 1123, 1127, 1135, 1136, 1160, 1161, 1176, 1177, 1201, 1206, 2505]",Counseling,PsyD
"[1115, 1117, 1123, 1127, 1135, 1136, 1160, 1161]",Counseling,PsyD
"[1416, 1601]",Clinical,PsyD
"[2406, 1171, 1601]",Clinical,PsyD
"[1416, 2406]",Clinical,PsyD
"[1416, 1601]",Clinical,PsyD
"[1103, 1460, 1771, 1967, 2527]",Clinical,PhD
"[1103, 1460, 1771, 1967, 2527]",Clinical,PhD
"[1103, 1460, 1771, 1967, 2527]",Clinical,PhD
"[1103, 1460, 1771, 1967, 2527]",Clinical,PhD
"[1103, 1460, 1771, 1967, 2527]",Clinical,PhD
"[1129, 1103, 1967, 2496, 2527]",Clinical,PhD
"[1388, 1552, 1137, 1197, 1416, 1572, 2294]",School,PhD
"[1329, 1490]",Clinical,PhD
"[1125, 1173]",Clinical,PhD
"[1325, 2173]",Clinical,PhD
"[1347, 1741]",Clinical,PhD
"[1322, 1325, 1335, 1357, 1741, 2431]",Clinical,PhD
"[1325, 1741]",Clinical,PhD
"[1414, 2464]",Clinical,PsyD
"[1180, 1577, 1954]",Clinical,PsyD
"[1678, 2026, 2095, 2415, 2511]",Clinical,PsyD
"[1464, 1536, 1832, 1846]",Clinical,PhD
"[1125, 1619]",Clinical,PhD
"[1125, 1156]",Clinical,PhD
"[1125, 1619]",Clinical,PhD
"[2519, 1619]",Clinical,PhD
"[1125, 2519, 1619]",Clinical,PhD
"[1148, 1973]",Clinical,PsyD
"[1542, 2462]",Counseling,PhD
"[1542, 1326]",Counseling,PhD
"[1568, 2133]",Counseling,PhD
"[1115, 1568]",Counseling,PhD
"[1125, 1325, 1551, 1323, 1619]",Clinical,PhD
"[1218, 1416]",Clinical,PsyD
"[1391, 1490]",Clinical,PsyD
"[1329, 2324]",Clinical,PhD
"[1323, 1329, 2324, 2519]",Clinical,PhD
"[1331, 1334]",Counseling,PhD
"[1123, 1752]",Counseling,PhD
"[1480, 2221]",Counseling,PhD
"[1143, 1148, 1162, 1164]",Clinical,PsyD
"[1118, 1128]",Clinical,PsyD
"[1268, 1634, 1286, 1264, 1265]",Counseling,PhD
"[1416, 2252]",Clinical,PhD
"[1406, 2146, 2517]",Counseling,PhD
"[1471, 1477, 1475]",Clinical,PhD
"[1116, 1118, 1123]",Clinical,PsyD
"[1116, 1118, 1119, 1123, 1128, 1148]",Clinical,PsyD
"[1446, 1230]",Clinical,PsyD
"[1180, 1334, 1495, 1746]",Clinical,PsyD
"[1107, 1117, 1176, 1196, 1231, 1247, 1253, 1274, 1279, 1299, 1387, 1405, 1406, 1416, 1547, 1592, 1612, 1649, 1682, 1752, 1799, 2116, 2146, 2282, 2293, 2440, 2594]",Clinical,PhD
"[1115, 1568]",Clinical,PhD
"[2237, 2376]",Clinical,PhD
"[1474, 1986]",Clinical,PhD
"[1847, 1818]",Clinical,PhD
"[1127, 1128, 1135, 1136, 1231, 1620, 1726, 1752, 2019, 2117, 2129, 2146, 2265, 2334, 2343, 2455, 2472, 2524]",Clinical,PsyD
"[1197, 1187, 1509, 1538]",Clinical,PsyD
"[1440, 1536]",Counseling,PhD
"[1802, 1893]",Clinical,PsyD
"[1444, 1802, 1851, 1893, 1879]",Clinical,PsyD
"[1893, 2276]",Clinical,PsyD
"[1802, 1893, 2276]",Clinical,PsyD
"[1893, 2276]",Clinical,PsyD
"[1444, 1893]",Clinical,PsyD
"[1444, 1893]",Clinical,PsyD
"[1444, 1893]",Clinical,PsyD
"[1802, 1893]",Clinical,PsyD
"[1804, 1893]",Clinical,PsyD
"[1876, 1893]",Clinical,PsyD
"[1444, 1802, 1804, 1851, 1876, 1893, 2276, 1874, 1879]",Clinical,PsyD
"[1444, 1802, 1821, 1851, 1893, 2276, 1830]",Clinical,PsyD
"[1851, 1893]",Clinical,PsyD
"[1802, 2276]",Clinical,PsyD
"[1444, 1802, 2276]",Clinical,PsyD
"[1460, 2531]",Clinical,PsyD
"[1460, 2531]",Clinical,PsyD
"[1329, 2266]",Clinical,PsyD
"[1509, 1601]",Clinical,PhD
"[1323, 1509, 1601]",Clinical,PhD
"[1323, 1171, 1509, 1601]",Clinical,PhD
"[2371, 1306]",Clinical,PhD
"[1551, 2063, 2371, 1171]",Clinical,PhD
"[1802, 1893]",Clinical,PsyD
"[1572, 1948]",School,PhD
"[1119, 1204]",Clinical,PhD
"[1548, 2463]",School,PsyD
"[1135, 1490]",Clinical,PhD
"[1325, 1619]",Clinical,PhD
"[2013, 2531]",Clinical,PsyD
"[2013, 2531]",Clinical,PsyD
"[2237, 1538]",Counseling,PsyD
"[2237, 1538]",Counseling,PsyD
"[1329, 1536]",Clinical,PhD
"[2170, 2221]",Clinical,PsyD
"[2170, 2221]",Clinical,PsyD
"[1380, 2519]",Clinical,PhD
"[1383, 1527]",Clinical,PhD
"[1466, 1619]",Clinical,PhD
"[1305, 1907]",Counseling,PhD
"[1268, 1634, 1267, 1274, 1264]",Counseling,PhD
"[1268, 1267, 1274, 1264]",Counseling,PhD
"[1126, 1129, 1147]",Clinical,PsyD
"[1322, 1440, 1446, 1480, 1230, 1331, 1334, 1464, 1479, 1536]",Clinical,PhD
"[1127, 1135]",Counseling,PhD
"[1183, 2312]",Counseling,PhD
"[1207, 1209]",Clinical,PhD
"[1209, 2430]",Clinical,PhD
"[1230, 2196]",Clinical,PhD
"[1230, 2196]",Clinical,PhD
"[1230, 2196]",Clinical,PhD
"[1119, 1148]",Clinical,PhD
"[1420, 1624, 2034, 2259, 2454, 2539]",Clinical,PhD
"[1137, 1143, 1148, 1162, 1692, 2136, 2472]",School,PsyD
"[2026, 2136, 2157, 2380, 2472, 2493, 2527]",School,PsyD
"[1327, 1471]",Clinical,PhD
"[1440, 1471]",Clinical,PhD
"[1118, 1176]",Clinical,PhD
"[1116, 1176]",Clinical,PhD
"[1331, 1424, 2114, 2519]",Clinical,PhD
"[1323, 1424, 2127, 2519]",Clinical,PhD
"[1344, 1403, 1578, 1619, 1693, 2000, 2463, 2564]",School,PhD
"[1177, 1267, 1274, 1286, 1382, 1387, 1454, 1491, 1629, 1682, 2279, 2538]",Clinical,PhD
"[1267, 1491, 1682]",Clinical,PhD
"[1267, 1491, 1682]",Clinical,PhD
"[1393, 1415, 2259]",Clinical,PsyD
"[1230, 1400, 1415, 1925]",Clinical,PsyD
"[1310, 2000, 2500, 2616]",Counseling,PhD
"[1310, 1624, 2000, 2500, 2544]",Counseling,PhD
"[1173, 1230, 2547]",Clinical,PhD
"[1162, 1902, 2324, 2102]",Clinical,PsyD
"[1143, 1162]",Clinical,PsyD
"[1103, 1116]",Clinical,PsyD
"[1162, 1173, 1176, 2035, 2114, 2308, 2457, 2463]",Clinical,PsyD
"[1219, 1474]",Clinical,PsyD
"[1474, 1986]",Clinical,PsyD
"[1491, 2391]",Clinical,PsyD
"[1115, 1117]",Clinical,PsyD
"[1160, 1568, 1750, 2196]",Clinical,PsyD
"[1160, 1568, 1569, 1586, 1588, 1590, 2152]",Clinical,PsyD
"[1459, 2506]",Clinical,PhD
"[1476, 2013]",Clinical,PhD
"[1323, 1329, 1450, 1451, 1465, 1476]",Clinical,PhD
"[1117, 1165, 1166, 1183]",Clinical,PhD
"[1183, 2343]",Clinical,PsyD
"[1773, 2221]",Clinical,PsyD
"[1306, 1948]",Clinical,PhD
"[1109, 1137]",Clinical,PsyD
"[1135, 1329, 2285]",Clinical,PhD
"[1183, 1230, 1323, 1329, 1420, 1465, 1521, 1577]",Clinical,PhD
"[1317, 1619]",Clinical,PhD
"[1294, 1619]",Clinical,PhD
"[1115, 1176]",Counseling,PhD
"[1115, 1176]",Counseling,PhD
"[1230, 1331, 1337]",Clinical,PhD
"[1230, 1323]",Clinical,PhD
"[1165, 1146, 2052]",Clinical,PsyD
"[1322, 1325]",Counseling,PhD
"[1847, 1865, 1884, 1877]",School,PhD
"[1115, 1183]",Counseling,PhD
"[1176, 1183]",Counseling,PhD
"[1383, 1551]",Clinical,PhD
"[1414, 2623]",Clinical,PhD
"[1177, 1511]",Counseling,PhD
"[1551, 2371, 1413, 1628]",Clinical,PhD
"[1116, 1149]",Clinical,PsyD
"[1275, 2168, 2301, 1230, 2306]",Counseling,PhD
"[1275, 1504, 1621]",Counseling,PhD
"[1275, 1621]",Counseling,PhD
"[1266, 2413]",Counseling,PhD
"[1621, 1628]",Counseling,PhD
"[1627, 2556]",Clinical,PsyD
"[1137, 1173]",Clinical,PsyD
"[1117, 1231]",Clinical,PsyD
"[1137, 1328]",Clinical,PsyD
"[2457, 1306]",Clinical,PhD
"[1173, 2457, 1257]",Clinical,PhD
"[1334, 1479]",Clinical,PsyD
"[1331, 2574]",Clinical,PsyD
"[1650, 1678]",Clinical,PhD
"[1176, 1678, 2059, 2537]",Clinical,PhD
"[2044, 2255]",Clinical,PhD
"[1183, 1331]",Clinical,PhD
"[1191, 1350]",Counseling,PhD
"[1967, 1213]",Counseling,PsyD
"[1624, 1961]",Counseling,PhD
"[1109, 1201]",Clinical,PsyD
"[1112, 1220]",Clinical,PsyD
"[1437, 1552, 1591, 1553]",Clinical,PhD
"[1536, 2266]",Counseling,PhD
"[1111, 2624]",Counseling,PhD
"[1267, 1629]",Counseling,PhD
"[1267, 1350]",Counseling,PhD
"[1722, 2029]",Clinical,PsyD
"[1320, 1604, 1606]",Clinical,PsyD
"[1476, 1678, 2136, 2157, 2463]",Clinical,PsyD
"[1678, 2136]",Clinical,PsyD
"[1165, 1380, 1146, 1187]",Clinical,PhD
"[1153, 1380]",Clinical,PhD
"[1139, 1453, 1115, 1165, 1310, 1323, 1328, 1334, 1341, 1442, 1458, 1459, 1482, 1502, 1511, 1568, 1582, 1588, 1594, 1659, 1669, 1673, 1796, 1832, 1836, 1855, 1860, 1862, 1863, 1925, 2013, 2114, 2514, 2537, 2574, 2627, 2633, 2643, 1184, 2022]",School,PhD
"[1812, 1862, 1882, 1830]",Clinical,PhD
"[1596, 1601]",Clinical,PsyD
"[1187, 1213]",Clinical,PhD
"[1197, 1503, 1509, 1538]",Clinical,PhD
"[1213, 1509]",Clinical,PhD
"[1213, 1306]",School,PhD
"[1213, 1306]",School,PhD
"[1908, 1925, 2424, 2430]",Clinical,PsyD
"[1551, 1326]",Clinical,PhD
"[1678, 2136]",Clinical,PhD
"[1621, 1623, 1183, 1323, 1840, 1902, 2013, 1443]",Clinical,PhD
"[1331, 1424]",Clinical,PsyD
"[1125, 1383]",Counseling,PsyD
"[1125, 1268, 1383]",Counseling,PsyD
"[1596, 2634]",Clinical,PsyD
"[1455, 1463, 1481, 2337, 2347]",School,EdD
"[1416, 2455]",School,PhD
"[1268, 1383]",Counseling,PsyD
"[1117, 1536]",Clinical,PhD
"[1551, 1552]",Clinical,PhD
"[1174, 1173, 1175, 1619, 2306]",Clinical,PhD
"[1551, 1552, 1134, 1619]",Clinical,PhD
"[1125, 1551, 1552, 1329, 1134, 1619]",Clinical,PhD
"[1123, 1569, 1678, 2057, 2136]",Clinical,PsyD
"[1123, 1678, 2136]",Clinical,PsyD
"[1173, 1373]",Clinical,PsyD
"[1173, 1605]",Clinical,PsyD
"[1141, 1446, 1623]",Clinical,PsyD
"[2136, 2157]",Clinical,PsyD
"[1187, 2463]",Clinical,PsyD
"[1640, 1910]",Counseling,PhD
"[1640, 1910]",Counseling,PhD
"[1323, 1464]",Clinical,PhD
"[1476, 1624]",Clinical,PhD
"[1370, 1420, 1577, 2294, 2345]",Clinical,PsyD
"[1370, 1939]",Clinical,PsyD
"[1186, 1621, 2066, 1180, 1465, 1650, 2013, 1413, 1443, 1982]",Clinical,PhD
"[1176, 2266, 1184]",Counseling,PhD
"[1322, 1325, 1440, 1446, 1183, 1329, 1331, 1334, 1450, 1479]",Counseling,PhD
"[1994, 2308]",Clinical,PhD
"[1163, 1173]",Clinical,PhD
"[1183, 1263]",Clinical,PsyD
"[1137, 1164]",Clinical,PsyD
"[1267, 1327, 1326]",Counseling,PhD
"[1752, 2282]",Clinical,PsyD
"[1177, 1201, 1226, 1350, 1355, 1606, 1612, 1620, 1649, 1751, 1752, 2057, 2072, 2127, 2239, 2282, 2538]",Clinical,PsyD
"[1322, 1440, 1479]",Counseling,PhD
"[1465, 1479]",Counseling,PhD
"[1322, 1440]",Counseling,PhD
"[1382, 1412]",Counseling,PhD
"[1370, 2530]",Counseling,PhD
"[1370, 2530]",Counseling,PhD
"[1132, 1370]",Counseling,PhD
"[1132, 1370]",School,PhD
"[1143, 1181, 1251]",Clinical,PsyD
"[1139, 1347, 1388, 1453, 1480, 2349, 1103, 1110, 1111, 1115, 1132, 1143, 1982]",Clinical,PsyD
"[1350, 1620]",Clinical,PsyD
"[1360, 1629]",Clinical,PsyD
"[2196, 2260]",Clinical,PsyD
"[2237, 2266, 2519]",Clinical,PhD
"[1267, 1274, 1382, 1387, 2308]",Clinical,PsyD
"[1176, 1177, 1286, 1289, 1369, 2063, 2312]",Counseling,PhD
"[1334, 1432]",Clinical,PsyD
"[1103, 1137]",Counseling,PhD
"[1137, 1328]",Counseling,PhD
"[1329, 1330]",Clinical,PhD
"[1347, 1551]",Clinical,PhD
"[1329, 1536]",Clinical,PhD
"[1185, 1322]",Counseling,PhD
"[1832, 1876]",Clinical,PhD
"[1832, 1862, 1876]",Clinical,PhD
"[1551, 1323]",Clinical,PhD
"[1430, 1727]",Clinical,PsyD
"[1266, 1413, 2413]",Clinical,PhD
"[1126, 1440, 1180, 1457, 1495]",Clinical,PsyD
"[1329, 1331, 1420, 1450, 1490]",Counseling,PhD
"[1165, 1650]",School,PhD
"[1752, 2013, 2543]",Clinical,PsyD
"[1180, 1479]",Clinical,PhD
"[1416, 2479]",School,PsyD
"[1416, 2255]",School,PsyD
"[1139, 1137, 1153, 1162, 1146, 1171, 1948, 2110]",Clinical,PsyD
"[1424, 2575]",Clinical,PsyD
"[1183, 1331, 1669]",Clinical,PhD
"[1183, 2519]",Clinical,PhD
"[1230, 1323, 1329, 1536, 2285, 2519]",Clinical,PhD
"[1105, 1225, 1275, 1359, 1383, 1437, 1504, 1583, 1671, 2173]",Clinical,PhD
"[1225, 1583]",Clinical,PhD
"[1230, 1577]",Clinical,PhD
"[1230, 1577, 2127]",Clinical,PhD
"[1453, 1455]",Clinical,PsyD
"[1138, 1163]",Clinical,PsyD
"[1138, 1163]",Clinical,PsyD
"[1138, 1163]",Clinical,PsyD
"[2255, 2479]",School,PsyD
"[2255, 2324]",School,PsyD
"[1165, 2457]",Clinical,PsyD
"[1129, 1138, 1527]",Clinical,PhD
"[1125, 1129, 1138, 1141, 1163, 1325, 1437, 1455]",Clinical,PhD
"[1329, 1459, 2237, 2519, 1475]",Clinical,PhD
"[1329, 1459, 2237, 2519]",Clinical,PhD
"[1506, 2447, 1727, 2318]",School,PhD
"[1506, 2447, 1727, 2318]",School,PhD
"[1430, 1432, 2013]",Clinical,PsyD
"[1197, 1465, 1538]",Clinical,PsyD
"[1125, 1129, 1138, 1139, 1163]",Clinical,PhD
"[1137, 1165, 1146, 1213, 1257, 1265, 1509, 2629]",Counseling,PhD
"[1334, 1459, 1476, 1479, 1257]",Counseling,PhD
"[1183, 1460, 2254]",Clinical,PhD
"[1180, 1199, 1336, 1460, 2254, 2532]",Clinical,PhD
"[1180, 1199, 2254]",Clinical,PhD
"[1328, 1601]",Clinical,PsyD
"[1125, 1129, 1138, 1174, 1437, 1621, 1671]",Clinical,PhD
"[1129, 1138, 1141, 1174, 1527, 1671]",Clinical,PhD
"[1650, 1362]",Clinical,PhD
"[1380, 1381]",Clinical,PhD
"[1132, 1223, 1416]",School,PhD
"[1451, 2013]",Counseling,PhD
"[1329, 2324]",Clinical,PhD
"[1323, 2180]",Clinical,PhD
"[1323, 1329, 2180]",Clinical,PhD
"[1560, 1796, 1171, 1509, 1538, 1601, 1948, 2110, 2410]",Clinical,PhD
"[1495, 2279]",Clinical,PhD
"[1201, 1477, 1492, 2279]",Clinical,PhD
"[1137, 1197]",School,PhD
"[1197, 2266]",School,PhD
"[1640, 2063]",Clinical,PhD
"[1519, 2063]",Clinical,PhD
"[1244, 2066]",Clinical,PhD
"[1149, 1211]",Clinical,PhD
"[1552, 2463]",Clinical,PhD
"[1223, 2063, 2451]",Counseling,PhD
"[1223, 1411, 1750]",Counseling,PhD
"[1347, 1357, 1359, 1361, 1496, 1543, 1583, 1614, 1634, 1741]",Clinical,PhD
"[1308, 1752]",Counseling,PhD
"[1105, 1198, 1322, 1357, 1529, 1671]",Clinical,PsyD
"[1244, 2066]",Clinical,PhD
"[1244, 2066]",Clinical,PhD
"[1986, 2321]",Clinical,PhD
"[2035, 2180, 2525]",Clinical,PsyD
"[1355, 1649]",Clinical,PsyD
"[1193, 1621]",Clinical,PhD
"[1191, 1413]",Counseling,PhD
"[1552, 1639]",Clinical,PhD
"[1458, 1605, 1184, 1373]",Clinical,PsyD
"[1174, 1193, 1220, 1244, 1508, 1527, 1621]",Clinical,PsyD
"[1323, 1329]",Clinical,PhD
"[1165, 1180, 1183, 1329, 1331, 1521]",Clinical,PhD
"[1136, 1350]",Counseling,PhD
"[1141, 1156, 1186, 1193, 1244, 1275, 1322, 1325, 1446, 1623]",Clinical,PsyD
"[1174, 1401, 1437, 1555, 1573, 1587, 2067, 2171, 2206, 2302, 2400]",Clinical,PhD
"[1359, 1552, 1621, 1846, 1619]",Clinical,PhD
"[1474, 1475]",Clinical,PhD
"[1323, 1412, 1459, 2013]",Clinical,PhD
"[1164, 1184]",School,PsyD
"[1334, 1326]",Clinical,PhD
"[1334, 1326]",Clinical,PhD
"[1126, 1129, 1359, 1365]",Clinical,PhD
"[1355, 1778, 2057, 2072]",Clinical,PsyD
"[1420, 2519]",Clinical,PhD
"[1329, 1536]",Clinical,PhD
"[1325, 1414]",Clinical,PhD
"[1105, 1180, 1536, 1577, 1637]",Clinical,PhD
"[1105, 1543, 1552, 1614, 1637, 2321]",Clinical,PhD
"[1362, 2556]",School,PhD
"[1263, 1329]",Clinical,PhD
"[2391, 1538]",Clinical,PsyD
"[1132, 2285]",School,PsyD
"[2255, 2285]",School,PsyD
"[1132, 2285, 2318]",School,PsyD
"[1132, 2285, 2530]",School,PsyD
"[2044, 2531]",School,PhD
"[2044, 2531]",School,PhD
"[1184, 1509]",School,PhD
"[1173, 1183]",Clinical,PhD
"[1414, 1527]",Clinical,PhD
"[1173, 1308]",Clinical,PhD
"[1125, 1126, 1129, 1141, 1147, 1156]",Clinical,PhD
"[1143, 1605]",Clinical,PsyD
"[1147, 1552]",Clinical,PhD
"[1103, 1447, 1560, 1771, 2545]",School,PsyD
"[1137, 1197]",Clinical,PsyD
"[1109, 1118]",Clinical,PsyD
"[1347, 1430]",School,PhD
"[1430, 1432]",School,PhD
"[1430, 1432]",School,PhD
"[1908, 1257]",Counseling,PhD
"[1123, 1135]",Counseling,PhD
"[1323, 1329, 1331]",Counseling,PhD
"[1360, 1370]",Clinical,PhD
"[1116, 1135, 2019]",Clinical,PsyD
"[1135, 1160, 2019]",Clinical,PsyD
"[2091, 1500]",Counseling,PhD
"[1354, 2034]",Counseling,PhD
"[1380, 2276]",Counseling,PhD
"[1197, 1796, 1306]",Clinical,PsyD
"[2297, 1982, 2463]",Clinical,PsyD
"[1143, 2055]",Clinical,PsyD
"[1137, 1197, 1380, 2266]",Clinical,PsyD
"[1165, 1197]",Clinical,PsyD
"[1125, 1621]",Counseling,PhD
"[1620, 1750]",Counseling,PhD
"[1125, 1573]",Counseling,PhD
"[2149, 2487]",Clinical,PsyD
"[1442, 1925, 2237, 2527, 2545, 1146]",Clinical,PsyD
"[1233, 2066]",Counseling,PhD
"[1440, 1663]",Counseling,PhD
"[1619, 2294]",School,PhD
"[2535, 1577, 2254, 2324, 1280]",Counseling,PhD
"[1536, 1329]",Clinical,PhD
"[1440, 1663]",Counseling,PhD
"[1230, 1329]",Clinical,PhD
"[1183, 1184, 1347]",Clinical,PhD
"[1183, 1184, 1347]",Clinical,PhD
"[2474, 2203, 2361, 1416, 2044, 1444, 1153, 2293]",Clinical,PsyD
"[1153, 1444]",Clinical,PsyD
"[1360, 2495]",Clinical,PhD
"[1191, 1196]",Clinical,PhD
"[2180, 1380]",Counseling,PhD
"[1103, 2564, 1727, 1162, 1525, 2463, 1627, 1171]",School,PhD
"[1817, 1863]",Counseling,PhD
"[1337, 2519, 1230]",Clinical,PhD
"[1191, 1230, 1337, 2157, 2595]",Clinical,PhD
"[1132, 1482]",School,PhD
"[1443, 2110]",School,PsyD
"[2110, 1443]",School,PsyD
"[2110, 1443, 1475]",School,PsyD
"[1551, 1552]",Clinical,PhD
"[1551, 1552, 1265]",Clinical,PhD
"[1551, 1552]",Clinical,PhD
"[1306, 1982]",Clinical,PsyD
"[1263, 1846, 1183]",Clinical,PsyD
"[1846, 1263, 1183]",Clinical,PsyD
"[1846, 1183, 1263]",Clinical,PsyD
"[1312, 1504, 1174]",Clinical,PhD
"[1174, 2306, 1230, 1504]",Clinical,PhD
"[1334, 1471]",Clinical,PhD
"[1350, 1267]",Counseling,PhD
"[1137, 1165]",Clinical,PhD
"[1416, 2149]",School,PhD
"[1416, 2149]",School,PhD
"[1986, 1474]",Clinical,PsyD
"[1274, 2462]",Clinical,PsyD
"[1146, 1306]",Clinical,PhD
"[1174, 1383]",Counseling,PsyD
"[1174, 1383]",Counseling,PsyD
"[1847, 1801, 1865]",Clinical,PhD
"[1620, 2117, 1682, 1612, 1606]",Counseling,PhD
"[2207, 2080]",Counseling,PsyD
"[1796, 2294]",Clinical,PsyD
"[1213, 2285, 2391]",Clinical,PsyD
"[1125, 1126, 1129, 1138, 1163, 1388, 1389, 2340, 1399, 1148, 1139, 1123]",Clinical,PhD
"[1125, 1126, 1129, 1138, 1123, 1389, 1388, 2340, 1399, 1163, 1139, 1148]",Clinical,PhD
"[1141, 1155]",Counseling,PhD
"[1350, 1117]",Counseling,PhD
"[1311, 2347, 2126]",Counseling,PhD
"[1334, 1577]",Clinical,PhD
"[1108, 1104]",Counseling,PhD
"[1312, 1359, 1361, 1529, 1543, 1634, 2168, 2172]",Clinical,PhD
"[1902, 1326]",Clinical,PsyD
"[1902, 1326]",Clinical,PsyD
"[1326, 1902]",Clinical,PsyD
"[1902, 1337]",Clinical,PsyD
"[1326, 1902]",Clinical,PsyD
"[1902, 1331]",Clinical,PsyD
"[1902, 1337]",Clinical,PsyD
"[2421, 1132, 1865]",School,PhD
"[2421, 1132, 1865]",School,PhD
"[1257, 1509]",School,PhD
"[1593, 2072]",Counseling,PsyD
"[2221, 2170]",Clinical,PsyD
"[2034, 2000]",Clinical,PsyD
"[1515, 1612]",Clinical,PhD
"[2465, 1599]",Clinical,PsyD
"[1678, 2511]",Clinical,PhD
"[1420, 1329]",Clinical,PhD
"[1105, 1112]",Clinical,PsyD
"[2454, 1407, 1149, 1627]",Clinical,PhD
"[1407, 1627, 1149, 1624]",Clinical,PhD
"[1197, 1538]",School,PhD
"[1792, 1153]",Clinical,PsyD
"[2556, 2537, 1902]",School,PhD
"[1186, 1335]",Clinical,PhD
"[1757, 1180, 1329]",Clinical,PsyD
"[2074, 2341]",Clinical,PhD
"[1294, 1359]",Clinical,PhD
"[1117, 1177]",Counseling,PhD
"[1143, 1596]",Clinical,PsyD
"[1479, 1180, 1327, 1471]",Clinical,PhD
"[1471, 1479, 1180, 1327]",Clinical,PhD
"[1612, 2312]",Counseling,PhD
"[1350, 2312, 1612]",Counseling,PhD
"[1306, 1184]",School,PhD
"[1184, 1306]",School,PhD
"[1267, 1274, 1277]",Counseling,PhD
"[1350, 1778]",Counseling,PhD
"[1503, 1538]",Clinical,PhD
"[1105, 1225, 1275, 1359, 1383]",Clinical,PhD
"[1329, 1503]",Clinical,PhD
"[1551, 1325, 2371, 1323, 1186]",Clinical,PhD
"[1551, 1323, 2371, 1186, 2617, 1325]",Clinical,PhD
"[1413, 1414]",Clinical,PhD
"[1153, 2114, 2553]",Clinical,PsyD
"[2288, 2261]",Clinical,PhD
"[2222, 1201, 1219]",Counseling,PhD
"[1219, 2222]",Counseling,PhD
"[1474, 1867]",Clinical,PsyD
"[1474, 1867]",Clinical,PsyD
"[1325, 1423]",Clinical,PhD
"[1297, 1299]",Clinical,PsyD
"[1359, 1219]",Clinical,PsyD
"[1778, 2172]",Clinical,PsyD
"[1778, 2172]",Clinical,PsyD
"[2172, 1778]",Clinical,PsyD
"[2172, 1359]",Clinical,PsyD
"[1475, 1328]",School,PhD
"[1551, 1383, 1325, 1359]",Clinical,PhD
"[1525, 1509]",Clinical,PhD
"[1619, 1682]",Clinical,PhD
"[1954, 1588]",Clinical,PhD
"[1380, 1792]",Clinical,PhD
"[1948, 1257]",Clinical,PhD
"[1424, 1458, 1459, 1460, 1464, 1465]",Clinical,PhD
"[1465, 2013, 1479]",Counseling,PhD
"[1137, 1771, 2463]",Clinical,PhD
"[1536, 1187]",School,PhD
"[1197, 1538]",Clinical,PhD
"[1334, 1413]",School,PhD
"[2022, 1184]",School,PhD
"[1109, 1223, 1293, 1360]",Clinical,PhD
"[2009, 1961]",Counseling,PhD
"[2009, 1961]",Counseling,PhD
"[1540, 1436, 2543]",Counseling,PsyD
"[2463, 1459]",Clinical,PhD
"[2514, 1752]",Clinical,PhD
"[1275, 1634, 1629]",Clinical,PhD
"[1184, 1306]",School,PhD
"[1840, 2495, 1454, 1536, 1620]",Clinical,PhD
"[1326, 1840]",Clinical,PhD
"[1635, 1722, 2090, 2456]",Counseling,PhD
"[1311, 2126, 1312]",Counseling,PhD
"[2565, 1538, 1213, 1197]",Clinical,PsyD
"[2066, 1604, 1235]",Clinical,PsyD
"[1286, 1454, 1350, 1301]",Counseling,PhD
"[1621, 1414, 1413, 1619]",Clinical,PhD
"[1230, 1268]",Clinical,PhD
"[1267, 1491, 1629]",Clinical,PhD
"[1323, 1329]",Clinical,PhD
"[1474, 1867]",Clinical,PsyD
"[1137, 1165, 1329]",Clinical,PhD
"[2407, 1388]",Clinical,PsyD
"[1801, 1812]",Clinical,PhD
"[1812, 1801, 1802, 1865]",Clinical,PhD
"[1812, 1865, 1802, 1801]",Clinical,PhD
"[1812, 1801, 1802, 1865]",Clinical,PhD
"[1197, 1556, 1503, 1509]",Clinical,PhD
"[1268, 1383]",Counseling,PhD
"[1799, 1477, 1492, 1785, 2384, 1196, 1536, 1547, 1907, 2116, 2178, 2260]",School,PhD
"[1682, 1350]",Counseling,PhD
"[1682, 1350]",Counseling,PhD
"[1792, 1380, 2151]",Clinical,PsyD
"[2000, 2034]",Counseling,PsyD
"[1645, 1650]",Clinical,PhD
"[2215, 1621]",Clinical,PsyD
"[2215, 1621, 2237]",Clinical,PsyD
"[2215, 2237, 1621]",Clinical,PsyD
"[1125, 1112]",Clinical,PsyD
"[2215, 2237]",Clinical,PsyD
"[1334, 1331]",Clinical,PsyD
"[1334, 1331]",Clinical,PsyD
"[2237, 1588]",Clinical,PsyD
"[1183, 1334, 2324, 1325]",Clinical,PhD
"[1183, 1334]",Clinical,PhD
"[1129, 1126, 1147, 1163, 1198, 1225, 1268, 1357, 1359, 1529, 1573, 1671, 2069, 2461]",Clinical,PsyD
"[1176, 1682, 2519, 2340]",Counseling,PhD
"[1682, 2519]",Counseling,PhD
"[1350, 1136]",Counseling,PhD
"[2095, 1678]",Clinical,PsyD
"[1678, 2095]",Clinical,PsyD
"[1678, 2095]",Clinical,PsyD
"[1323, 1476]",Clinical,PsyD
"[1198, 1225]",Clinical,PsyD
"[2157, 1148]",Clinical,PsyD
"[2026, 2415]",Clinical,PsyD
"[2407, 1583]",Clinical,PhD
"[1111, 1219, 1230, 2468]",Clinical,PhD
